address,area,direction,furniture,numBath,numBed,numFloor,price,property_back,property_road,type,type_detail,url
"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",42.0,,Nội thất đầy đủ,3,4,4,0.00479,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89448080.htm
"Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",35.0,,,4,3,,3.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89448752.htm
"459, Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",19.0,,Nội thất đầy đủ,1,1,2,1.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89437955.htm
"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",64.0,,Nội thất đầy đủ,3,4,4,6.0,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89332030.htm
"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",31.0,Đông Nam,Hoàn thiện cơ bản,2,3,,1.12,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88988634.htm
"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",65.0,Đông Nam,Nội thất đầy đủ,3,4,3,4.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89448773.htm
"Đường Tân Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",34.0,,Nội thất cao cấp,4,3,5,7.5,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89448890.htm
"Đường Hữu Hòa, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",42.0,,,,3,,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89148870.htm
"đường phúc xá 2, Phường Phúc Xá, Quận Ba Đình, Hà Nội",26.0,Đông Bắc,Hoàn thiện cơ bản,3,3,4,3.0,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89448840.htm
"Đường Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội",50.0,,,6,10,6,10.0,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89442728.htm
"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",39.0,,,,3,,3.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89391493.htm
"đường phú diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",42.0,Đông Bắc,,Nhiều hơn 6 phòng,7,5,5.7,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89049155.htm
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",55.0,,Nội thất cao cấp,4,5,5,6.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89301430.htm
"Đường Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",48.0,,Nội thất cao cấp,,4,,5.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89448915.htm
"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",200.0,,,4,4,4,27.5,,Hẻm xe hơi,Nhà ở,Nhà biệt thự,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89449981.htm
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",65.0,,,5,5,5,7.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/89450020.htm
"Đường Nguyễn Văn Cừ, Phường Long Biên, Quận Long Biên, Hà Nội",45.0,,,4,4,,4.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89450085.htm
"Ngõ 267 Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",30.6,Đông Bắc,Nội thất đầy đủ,4,4,,3.55,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89450133.htm
"Đường Lê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",50.0,,,3,3,,5.75,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89450180.htm
"Đường Lê Lợi, Phường Hà Cầu, Quận Hà Đông, Hà Nội",40.0,Đông Nam,Nội thất đầy đủ,5,5,5,5.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89371384.htm
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",45.0,,Nội thất đầy đủ,4,4,5,3.45,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88576443.htm
"Đường Khương Đình 2, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",40.0,,,,2,,2.0,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/86937492.htm
"Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",45.0,,Nội thất đầy đủ,5,5,,5.35,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/89450421.htm
"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",55.0,,Nội thất đầy đủ,3,4,4,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89450408.htm
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",110.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,8,6,23.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89450427.htm
"Đường Phố Trạm, Phường Bồ Đề, Quận Long Biên, Hà Nội",40.0,,Nội thất cao cấp,4,4,5,3.85,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89420305.htm
"Đường Bưởi, Quận Ba Đình, Hà Nội",83.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,9,,18.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89450482.htm
"Hoàng đạo thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",65.0,,Nội thất đầy đủ,3,2,,4.65,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89390485.htm
"PĐ, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",33.0,,,4,4,,2.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89450759.htm
"ngõ 358 Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",32.0,,,,3,,2.7,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/87528677.htm
"ngõ 421, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",45.0,Nam,Nội thất đầy đủ,4,5,5,4.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89420762.htm
"0912533345 Đoàn Kết, xã La Phù, La Phù, Phường Dương Nội, Quận Hà Đông, Hà Nội",30.0,,Hoàn thiện cơ bản,2,3,3,1.689,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/87724114.htm
"Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",32.0,,,,3,5,4.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89450911.htm
"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",40.0,,Nội thất cao cấp,4,3,5,3.94,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89450937.htm
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",37.0,,Nội thất đầy đủ,4,3,5,3.25,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88602755.htm
"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",38.0,Tây Nam,Nội thất đầy đủ,4,5,5,2.85,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89450953.htm
"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",59.0,Đông Bắc,Nội thất đầy đủ,3,3,4,8.7,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89355234.htm
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",36.0,,,5,4,,3.35,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88620969.htm
"Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",45.0,,Nội thất đầy đủ,Nhiều hơn 6 phòng,9,5,6.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89451060.htm
"Đường Hồng Mai, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",40.0,,,4,4,,5.0,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89290093.htm
"Hữu Hoà, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",30.0,,,,3,,2.1,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89451005.htm
"Phú Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",35.0,Tây,Hoàn thiện cơ bản,3,4,4,2.0,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88484298.htm
"Đường Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",31.0,,Hoàn thiện cơ bản,2,3,3,1.938,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-nha-dat/66194669.htm
"Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",45.0,Nam,,2,2,3,0.0048,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89451217.htm
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",58.0,,,6,5,,7.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88663940.htm
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",43.0,,,,6,,4.35,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/85172741.htm
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",70.0,,Nội thất cao cấp,,6,,7.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89451347.htm
"kim chung, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",60.0,,,3,6,,3.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89239599.htm
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",70.0,,Nội thất đầy đủ,3,4,3,4.8,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89421377.htm
"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",100.0,,Nội thất đầy đủ,3,5,4,13.8,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89451444.htm
"Đường Do Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",50.0,,Nội thất đầy đủ,4,3,4,3.16,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89451603.htm
"Đường Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",50.0,,Nội thất đầy đủ,4,4,4,5.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88992507.htm
"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",50.0,,,,6,5,7.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89451620.htm
"KĐT Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",60.0,,,,6,,6.3,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89451622.htm
"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",35.0,,,,3,,4.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88703771.htm
"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",42.0,,,4,3,,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89451788.htm
"Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",36.0,,,5,4,,2.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89335466.htm
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",52.0,Tây Nam,Nội thất đầy đủ,5,6,5,5.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89366812.htm
"Đường Cao tốc Nhật Tân Nội Bài, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",46.6,Tây,,4,4,,2.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-dong-anh/mua-ban-nha-dat/89452874.htm
"Đường Yên Lãng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",85.0,Tây Bắc,Hoàn thiện cơ bản,2,4,,13.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89306704.htm
"Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",64.0,,Nội thất cao cấp,4,3,5,4.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89452881.htm
"Đường Nguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",83.0,,,,4,3,16.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89452899.htm
"An Trạch, Phường Cát Linh, Quận Đống Đa, Hà Nội",50.0,,,4,4,,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89452918.htm
"Đường Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",56.0,,,2,2,,3.6,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89388314.htm
"Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",42.0,Tây Bắc,Hoàn thiện cơ bản,1,1,,1.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89452943.htm
"192, Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",40.0,,Nội thất đầy đủ,4,4,,5.4,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/87584215.htm
"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",50.0,Tây Nam,,2,2,3,3.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89441663.htm
"Đường Quốc Lộ 1, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội",39.0,,,2,3,3,2.65,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/88963979.htm
"Đường Quốc Lộ 1, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",89.0,,,1,2,2,1.78,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89023379.htm
"Đường Thịnh Hào 3, Phường Hàng Bột, Quận Đống Đa, Hà Nội",54.0,,,,5,,5.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89441616.htm
"Đường Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",15.0,,Nội thất đầy đủ,1,3,,1.38,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89441760.htm
"Đường Cổ Linh, Phường Cự Khối, Quận Long Biên, Hà Nội",30.0,,,3,3,,1.95,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89441818.htm
"KĐT Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",220.0,,,,6,4,27.4,,,Nhà ở,Nhà biệt thự,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89441847.htm
"79, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",35.0,Đông,Hoàn thiện cơ bản,4,4,5,3.4,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88431308.htm
"Đường Quốc lộ 21B, Phường Phú Lãm, Quận Hà Đông, Hà Nội",35.0,Tây,Nội thất đầy đủ,4,4,4,1.99,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88660404.htm
"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",20.0,,,3,3,5,2.15,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89442026.htm
"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",54.0,,Hoàn thiện cơ bản,5,5,4,6.2,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89199690.htm
"Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",40.0,Tây Bắc,Nội thất đầy đủ,4,4,,4.0,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88970376.htm
"ngõ 196, đường cầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",33.6,,Hoàn thiện cơ bản,4,5,,4.3,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89439298.htm
"33, Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",52.0,,,5,8,,9.6,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88693578.htm
"tả thanh oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",33.0,Đông Nam,Hoàn thiện cơ bản,3,3,,2.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89442332.htm
"Đường Nguyễn Khắc Hiếu, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",150.0,Đông Bắc,,2,2,1,46.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89442520.htm
"thổ quan, Phường Hàng Bột, Quận Đống Đa, Hà Nội",50.0,,,4,3,5,5.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89442453.htm
"Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",40.0,,Nội thất đầy đủ,1,2,2,2.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89442553.htm
"Đường Phố Trạm, Phường Cự Khối, Quận Long Biên, Hà Nội",32.0,,,3,4,,2.05,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89442565.htm
"Đường Trần Quốc Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",63.0,,Nội thất cao cấp,5,6,7,21.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89442595.htm
"Đường Đại lộ Thăng Long, Xã An Thượng, Huyện Hoài Đức, Hà Nội",43.0,Tây Nam,,2,2,2,1.6,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-hoai-duc/mua-ban-nha-dat/89442640.htm
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",36.0,,,4,4,,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89442679.htm
"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",38.0,Bắc,Nội thất đầy đủ,4,5,5,3.63,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89143773.htm
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",50.0,,,3,4,,5.8,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89442717.htm
"Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",31.0,Tây Bắc,Nội thất đầy đủ,4,3,,3.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88217109.htm
"Khu đô thị Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",42.0,,,,4,,6.4,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89442846.htm
"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",38.0,,,3,4,,1.58,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88257145.htm
"Đường Hữu Hòa, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",43.1,Đông Nam,,3,4,,2.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89444518.htm
"Ngọc Trì, Phường Thạch Bàn, Quận Long Biên, Hà Nội",33.0,Tây Nam,Nội thất đầy đủ,4,3,,2.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/87810828.htm
"Đường Đội Cấn, Quận Ba Đình, Hà Nội",45.0,,Nội thất đầy đủ,4,4,5,5.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89442911.htm
"Khu X2A, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",56.0,Đông Bắc,Nội thất đầy đủ,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,,9.6,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89444868.htm
"Đường Lạc Trung, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",90.0,,,3,4,,17.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88505480.htm
"Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội",61.0,,,2,3,,5.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89444916.htm
"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",53.0,,Nội thất cao cấp,5,7,,5.4,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89445040.htm
"Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",30.0,,Nội thất đầy đủ,4,4,5,3.1,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89247952.htm
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",50.0,,Nội thất đầy đủ,4,4,5,6.05,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89445107.htm
"Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",65.0,,Nội thất cao cấp,6,6,6,8.9,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89445087.htm
"Ngõ 318 Ngọc Trì, Phường Thạch Bàn, Quận Long Biên, Hà Nội",30.0,Đông Bắc,Nội thất đầy đủ,4,3,,2.25,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/80285636.htm
"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",36.0,,,,5,5,3.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89445182.htm
